Date/Time,Cement Type,Cement silo,"RHR, h","Production, t","Prod.rate, t/h","PRI, %","NAI, %","Clinker (wet), t","Clinker (wet), %","Gypsum (wet), t","Gypsum (wet), %","Limestone (wet), t","Limestone (wet), %","R45, %",Fineness blaine,"Water injection, l/h","Cement temp, C","Main Drive SEEC, kWh/t cem","SEEC, kWh/t cem"
23.06.2020 09:00,C14N,4,1,120,120,98.4,100,106,88.3,7.5,6.3,6.5,5.4,,,4473.2,101.1,30.38,37.89
23.06.2020 10:00,C14N,4,1,128,128,104.9,100,114,89.1,7.5,5.9,6.5,5.1,17.6,3000,3297.6,98.1,28.4,35.62
23.06.2020 11:00,C14N,4,1,131,131,107.4,100,116,88.5,8,6.1,7,5.3,,,4238.5,97.9,27.43,34.41
23.06.2020 12:00,C14N,4,1,128,128,104.9,100,114,89.1,7.5,5.9,6.5,5.1,18,3060,3572.3,100.4,28.11,35.34
23.06.2020 13:00,C14N,4,1,130.5,131,107,100,116,88.9,8,6.1,6.5,5,,,4138.6,97.9,27.52,34.5
23.06.2020 14:00,C14N,4,1,130.5,131,107,100,116,88.9,8,6.1,6.5,5,19,299,3371.8,99.9,27.6,34.52
23.06.2020 15:00,C14N,4,1,128.5,129,105.3,100,114,88.7,8.5,6.6,6,4.7,,,3396.5,96.7,27.91,35.11
23.06.2020 16:00,C14N,4,1,130.5,131,107,100,116,88.9,8.5,6.5,6,4.6,18,3020,4162.9,101.2,27.54,34.6
23.06.2020 17:00,C14N,4,1,128.5,129,105.3,100,114,88.7,9,7,5.5,4.3,,,3473.3,97.7,27.91,34.95
23.06.2020 18:00,C14N,4,1,135,135,110.7,100,120,88.9,9.5,7,5.5,4.1,19,5380,3339,96.8,26.65,33.39
23.06.2020 19:00,C14N,4,1,137,137,112.3,100,122,89.1,9.5,6.9,5.5,4,,,2334.6,98.1,26.55,33.73
23.06.2020 20:00,C14N,4,1,130.5,131,107,100,116,88.9,9,6.9,5.5,4.2,18,2940,2473.3,98,27.66,34.98
23.06.2020 21:00,C14N,4,1,129,129,105.7,100,114,88.4,9.5,7.4,5.5,4.3,,,3052.1,98.2,27.89,35.33
23.06.2020 22:00,C14N,4,1,128.5,129,105.3,100,114,88.7,9,7,5.5,4.3,18.5,2860,4228.8,101.5,27.76,35.32
23.06.2020 23:00,C14N,4,1,119,119,97.5,100,106,89.1,8,6.7,5,4.2,,,4480.6,99.6,29.6,37.25
24.06.2020 00:00,C14N,4,1,115,115,94.3,100,102,88.7,8,7,5,4.3,20.5,3130,3413.1,96.8,30.82,38.66
24.06.2020 01:00,C14N,4,1,116.5,117,95.5,100,104,89.3,7.5,6.4,5,4.3,,,4233.3,101,30.3,38.07
24.06.2020 02:00,C14N,4,1,117.5,118,96.3,100,104,88.5,8,6.8,5.5,4.7,17.6,2900,3556,96.5,29.71,37.43
24.06.2020 03:00,C14N,4,1,128,128,104.9,100,114,89.1,8,6.3,6,4.7,,,3393.9,98.9,27.76,34.9
24.06.2020 04:00,C14N,4,1,126.5,127,103.7,100,112,88.5,8,6.3,6.5,5.1,18.8,2890,3681.5,101.6,28.41,35.8
24.06.2020 05:00,C14N,4,1,103.5,104,84.8,100,92,88.9,6,5.8,5.5,5.3,,,4492,104.5,35.01,43.49
24.06.2020 06:00,C14N,4,1,113,113,92.6,100,100,88.5,7,6.2,6,5.3,16.2,2900,4274.3,98.5,33.06,40.67
24.06.2020 07:00,C14N,4,1,132.5,133,108.6,100,118,89.1,8.5,6.4,6,4.5,,,4485,99.1,27.2,34.16
24.06.2020 08:00,C14N,4,1,130.5,131,107,100,116,88.9,8,6.1,6.5,5,15,3400,3851,96.4,27.24,34.47
24.06.2020 09:00,C14N,4,1,131,131,107.4,100,116,88.5,8.5,6.5,6.5,5,,,3983.9,102.1,26.82,33.91
24.06.2020 10:00,C14N,4,1,114.5,115,93.9,100,102,89.1,7,6.1,5.5,4.8,18,3080,4472.9,99.7,30.95,39.5
24.06.2020 11:00,C14N,4,1,130.5,131,107,100,116,88.9,9,6.9,5.5,4.2,,,4068.1,98.9,27.72,34.94
24.06.2020 12:00,C14N,4,1,130.5,131,107,100,116,88.9,8,6.1,6.5,5,18,3010,4470.1,98.7,27.21,34.55
24.06.2020 13:00,C14N,4,1,129.5,130,106.1,100,116,89.6,8,6.2,5.5,4.2,,,3472.5,96.5,26.94,34.44
24.06.2020 14:00,C14N,4,1,129.5,130,106.1,100,116,89.6,7.5,5.8,6,4.6,18,2950,3706.4,99.2,26.98,34.7
24.06.2020 15:00,C14N,4,1,124.5,125,102,100,112,90,7,5.6,5.5,4.4,,,2787.3,97,28.73,36.68
24.06.2020 16:00,C14N,4,1,131.5,132,107.8,100,118,89.7,7,5.3,6.5,4.9,18.3,2800,4293,99.7,27.65,35.08
24.06.2020 17:00,C14N,4,1,127.5,128,104.5,100,114,89.4,6.5,5.1,7,5.5,,,3099.6,98.1,28.63,36.31
24.06.2020 18:00,C14N,4,1,134.5,135,110.2,100,120,89.2,7,5.2,7.5,5.6,17,2880,4401.2,98.4,26.88,34.33
24.06.2020 19:00,C14N,4,1,136,136,111.5,100,122,89.7,7,5.1,7,5.1,,,4011.6,98.5,26.17,33.49
24.06.2020 20:00,C14N,4,1,130.5,131,107,100,116,88.9,7,5.4,7.5,5.7,18,2930,3126.2,96.7,27.25,34.96
24.06.2020 21:00,C14N,4,1,129.5,130,106.1,100,116,89.6,6.5,5,7,5.4,,,4082.3,98.5,27.57,35.23
24.06.2020 22:00,C14N,4,1,132,132,108.2,100,118,89.4,7,5.3,7,5.3,17.7,2900,2522.4,97.6,27.37,35.01
24.06.2020 23:00,C14N,4,1,130,130,106.6,100,116,89.2,7,5.4,7,5.4,,,3846.9,98.3,27.78,35
25.06.2020 00:00,C14N,4,1,131.5,132,107.8,100,118,89.7,6.5,4.9,7,5.3,18.3,2840,4411,98.5,27.71,34.81
25.06.2020 01:00,C14N,4,1,130,130,106.6,100,116,89.2,7,5.4,7,5.4,,,3219.4,98.3,27.9,35.67
25.06.2020 02:00,C14N,4,1,129.5,130,106.1,100,116,89.6,6.5,5,7,5.4,18,2900,4270,98.1,27.86,35.49
25.06.2020 03:00,C14N,4,1,131.5,132,107.8,100,118,89.7,6.5,4.9,7,5.3,,,3809.6,100.3,27.33,34.98
25.06.2020 04:00,C14N,4,1,132.5,133,108.6,100,118,89.1,7,5.3,7.5,5.7,18,2830,4074.7,97.1,27.2,34.63
25.06.2020 05:00,C14N,4,1,129.5,130,106.1,100,116,89.6,6.5,5,7,5.4,,,3885,101.9,28.03,35.38
25.06.2020 06:00,C14N,4,1,131.5,132,107.8,100,118,89.7,6.5,4.9,7,5.3,18.7,2890,4512.9,99.1,27.72,34.9
25.06.2020 07:00,C14N,4,1,129.5,130,106.1,100,116,89.6,6.5,5,7,5.4,,,4489.6,98.4,28.15,35.21
25.06.2020 08:00,C14N,4,1,130,130,106.6,100,116,89.2,7,5.4,7,5.4,18.6,2800,3944,97.6,27.92,34.92
25.06.2020 09:00,C14N,4,1,132,132,108.2,100,118,89.4,7,5.3,7,5.3,,,4486.4,99.4,27.33,34.34
25.06.2020 10:00,C14N,4,1,130,130,106.6,100,116,89.2,7,5.4,7,5.4,19.7,2830,4485.9,98.9,27.63,34.73
25.06.2020 11:00,C14N,4,1,130.5,131,107,100,116,88.9,7.5,5.7,7,5.4,,,4483.3,98.3,27.52,34.57
25.06.2020 12:00,C14N,4,1,130,130,106.6,100,116,89.2,7.5,5.8,6.5,5,,,4486.5,98.6,27.62,34.67
25.06.2020 13:00,C14N,4,1,132.5,133,108.6,100,118,89.1,7.5,5.7,7,5.3,,,4419.6,98.4,26.43,33.36
25.06.2020 14:00,C14N,4,1,129.5,130,106.1,100,116,89.6,7.5,5.8,6,4.6,19,2800,2601.5,97.8,26.56,33.65
25.06.2020 15:00,C14N,4,1,67,67,54.9,100,60,89.6,3.5,5.2,3.5,5.2,,,4133.2,98.6,53.4,66.21
25.06.2020 16:00,C14N,4,1,113.5,114,93,100,102,89.9,6.5,5.7,5,4.4,,,3959.9,102,32.49,40
25.06.2020 17:00,C14N,4,1,124.5,125,102,100,112,90,6.5,5.2,6,4.8,,,3210.3,96.8,28.47,36.22
25.06.2020 18:00,C14N,4,1,106.5,107,87.3,100,96,90.1,6,5.6,4.5,4.2,14,3040,3641.6,99.9,32.83,42
25.06.2020 19:00,C14N,4,1,121,121,99.2,100,110,90.9,6,5,5,4.1,,,3627.7,98.5,29.84,37.68
25.06.2020 20:00,C14N,4,1,131.5,132,107.8,100,120,91.3,6.5,4.9,5,3.8,,,4486.5,101.1,26.44,33.8
25.06.2020 21:00,C14N,4,1,81,81,66.4,100,74,91.4,4,4.9,3,3.7,,,4485.6,98.7,43.65,55.12
25.06.2020 22:00,C14N,4,1,132.5,133,108.6,100,120,90.6,7,5.3,5.5,4.2,15.5,3000,4390.8,100.9,27.1,33.98
25.06.2020 23:00,C14N,4,1,129.5,130,106.1,100,118,91.1,6.5,5,5,3.9,,,4486.5,101.1,26.68,33.65
26.06.2020 00:00,C14N,4,1,131.5,132,107.8,100,120,91.3,6.5,4.9,5,3.8,,,4486.5,100.6,26.18,33.16
26.06.2020 01:00,C14N,4,1,121,121,99.2,100,110,90.9,6,5,5,4.1,,,4486.5,99.4,28.85,36.17
26.06.2020 02:00,C14N,4,1,115,115,94.3,100,104,90.4,6,5.2,5,4.3,19.2,2900,4486.5,98.5,29.95,37.39
26.06.2020 03:00,C14N,4,1,110.5,111,90.6,100,100,90.5,5.5,5,5,4.5,,,4122.8,97.1,30.2,37.5
26.06.2020 04:00,C14N,4,1,102,102,83.6,100,92,90.2,5,4.9,5,4.9,,,3764,102.1,33.18,41.19
26.06.2020 05:00,C14N,4,1,119.5,120,98,100,108,90.4,6,5,5.5,4.6,,,4265.2,106.9,28.47,35.56
26.06.2020 06:00,C14N,4,1,121.5,122,99.6,100,110,90.5,6,4.9,5.5,4.5,18.7,3020,4265.2,109.2,28.54,35.89
26.06.2020 07:00,C14N,4,1,122,122,100,100,110,90.2,6.5,5.3,5.5,4.5,,,4251.8,108.2,29.47,36.59
26.06.2020 08:00,C14N,4,1,124,124,101.6,100,112,90.3,6,4.8,6,4.8,,,4240,107.1,29.23,36.23
26.06.2020 09:00,C14N,4,1,82,82,67.2,100,74,90.2,4,4.9,4,4.9,,,3652.4,101.9,45.46,55.22
26.06.2020 10:00,C14N,4,1,103,103,84.4,100,92,89.3,5.5,5.3,5.5,5.3,18.8,3210,4178.6,104.4,36,44.54
26.06.2020 11:00,C14N,4,1,108,108,88.5,100,96,88.9,6,5.6,6,5.6,,,4211.9,99.5,34.36,42.16
26.06.2020 12:00,C14N,4,1,127.5,128,104.5,100,114,89.4,7,5.5,6.5,5.1,,,4237.1,99,28.49,35.29
26.06.2020 13:00,C14N,4,1,130,130,106.6,100,116,89.2,7,5.4,7,5.4,,,4237.1,95,27.34,34.12
26.06.2020 14:00,C14N,4,1,132.5,133,108.6,100,118,89.1,7,5.3,7.5,5.7,17.7,2910,4220.3,96.3,26.3,33
26.06.2020 15:00,C14N,4,1,130,130,106.6,100,116,89.2,7,5.4,7,5.4,,,4211.9,96.1,26.54,33.17
26.06.2020 16:00,C14N,4,1,130.5,131,107,100,116,88.9,7.5,5.7,7,5.4,,,4211.9,95.6,26.15,32.76
26.06.2020 17:00,C14N,4,1,108,108,88.5,100,96,88.9,6,5.6,6,5.6,,,4211.9,99,31.2,39.09
26.06.2020 18:00,C14N,4,1,113,113,92.6,100,100,88.5,7,6.2,6,5.3,16.6,3040,4223.7,98.2,32.18,40.05
26.06.2020 19:00,C14N,4,1,132.5,133,108.6,100,118,89.1,7.5,5.7,7,5.3,,,4237.1,98.5,26.82,33.73
26.06.2020 20:00,C14N,4,1,128.5,129,105.3,100,114,88.7,7.5,5.8,7,5.4,,,4237.1,98.6,27.25,34.28
26.06.2020 21:00,C14N,4,1,130.5,131,107,100,116,88.9,7.5,5.7,7,5.4,18,2900,4237.1,96.9,26.31,33.42
26.06.2020 22:00,C14N,4,1,133,133,109,100,118,88.7,7.5,5.6,7.5,5.6,,,4237.1,95.9,25.52,32.22
26.06.2020 23:00,C14N,4,1,101,101,82.8,100,90,89.1,5.5,5.4,5.5,5.4,,,4237.1,95,33.64,42.65
27.06.2020 00:00,C14N,4,1,110.5,111,90.6,100,98,88.7,6.5,5.9,6,5.4,,,4237.1,95.3,33.65,41.63
27.06.2020 01:00,C14N,4,1,125.5,126,102.9,100,112,89.2,7,5.6,6.5,5.2,,,4237.1,98.7,29.47,36.48
27.06.2020 02:00,C14N,4,1,125.5,126,102.9,100,112,89.2,6.5,5.2,7,5.6,16,3080,4237.1,97,28.85,36.18
27.06.2020 03:00,C14N,4,1,126,126,103.3,100,112,88.9,7,5.6,7,5.6,,,4237.1,97.3,29.15,36.31
27.06.2020 04:00,C14N,4,1,130,130,106.6,100,116,89.2,7,5.4,7,5.4,,,4237.1,98.1,28.41,35.28
27.06.2020 05:00,C14N,4,1,130,130,106.6,100,116,89.2,7,5.4,7,5.4,,,4237.1,100.6,27.26,34.23
27.06.2020 06:00,C14N,4,1,130,130,106.6,100,116,89.2,7,5.4,7,5.4,16,3010,4237.1,100.9,27.36,34.17
27.06.2020 07:00,C14N,4,1,78,78,63.9,100,70,89.7,4,5.1,4,5.1,,,4237.1,102.1,46.91,56.94
27.06.2020 08:00,C14N,4,1,74.5,75,61.1,100,66,88.6,4,5.4,4.5,6,,,4237.1,104.7,49.3,59.79
27.06.2020 09:00,C14N,4,1,99,99,81.1,100,88,88.9,5.5,5.6,5.5,5.6,,,4237.1,106.2,36.72,45.13
27.06.2020 10:00,C14N,4,1,116,116,95.1,100,104,89.7,6.5,5.6,5.5,4.7,16.6,3810,4237.1,103.3,31.61,38.87
27.06.2020 11:00,C14N,4,1,127.5,128,104.5,100,114,89.4,7,5.5,6.5,5.1,,,4237.1,102.2,28.24,35.09
27.06.2020 12:00,C14N,4,1,123.5,124,101.2,100,110,89.1,7,5.7,6.5,5.3,,,4219.5,102.7,28.9,36.06
27.06.2020 13:00,C14N,4,1,127.5,128,104.5,100,114,89.4,7,5.5,6.5,5.1,,,4195.9,103,28.12,34.94
27.06.2020 14:00,C14N,4,1,125,125,102.5,100,112,89.6,6.5,5.2,6.5,5.2,16.8,3000,4189.4,104.5,28.72,35.74
27.06.2020 15:00,C14N,4,1,125.5,126,102.9,100,112,89.2,7,5.6,6.5,5.2,,,4183.8,102.4,28.57,35.6
27.06.2020 16:00,C14N,4,1,125.5,126,102.9,100,112,89.2,7,5.6,6.5,5.2,,,4183.8,101.9,28.45,35.43
27.06.2020 17:00,C14N,4,1,125,125,102.5,100,112,89.6,7,5.6,6,4.8,,,4183.8,101.3,28.75,35.75
27.06.2020 18:00,C14N,4,0.8,76,101,83.1,100,68,89.5,4,5.3,4,5.3,19.5,3070,4192.1,95.3,47.43,46.32
27.06.2020 19:00,C14N,4,0,,,,100,0,,0,,0,,,,,57.9,,
27.06.2020 20:00,C14N,4,0,,,,100,0,,0,,0,,,,,48.1,,
27.06.2020 21:00,C14N,4,0,,,,100,0,,0,,0,,,,,43.1,,
27.06.2020 22:00,C14N,4,0,,,,100,0,,0,,0,,,,,39.7,,
27.06.2020 23:00,C14N,4,0.3,24.5,82,66.9,100,22,89.8,1.5,6.1,1,4.1,,,798.7,65.3,155.86,104.19
28.06.2020 00:00,,,,,,,0,,,,,,,,,,,,
28.06.2020 00:00,C14N,4,0.5,31,60,,88.6,26,83.9,2,6.5,3,9.7,,,3996.8,102.1,120.11,78.97
28.06.2020 00:35,C3A4N-60,8,0,,,,0,0,,0,,0,,,,,64.7,,
28.06.2020 01:00,C3A4N-60,8,0.7,45,67,55.3,66.7,16,35.6,2,4.4,27,60,,,2732.5,90.9,82.93,79.55
28.06.2020 02:00,C3A4N-60,8,1,62,62,50.8,100,22,35.5,3,4.8,37,59.7,,,1926.9,95.7,58.55,71.57
28.06.2020 03:00,C3A4N-60,8,1,62,62,50.8,100,22,35.5,3.5,5.6,36.5,58.9,,,1645,97.4,58.19,71.38
28.06.2020 04:00,C3A4N-60,8,1,62.5,63,51.2,100,22,35.2,3,4.8,37.5,60,,,1674.4,97.3,57.86,70.87
28.06.2020 05:00,C3A4N-60,8,1,55.5,56,45.5,100,20,36,3,5.4,32.5,58.6,,,1608.6,97.4,65.11,79.47
28.06.2020 06:00,C3A4N-60,8,1,67.5,68,55.3,100,24,35.6,3,4.4,40.5,60,3.4,4470,1723,97.2,53.46,65.77
28.06.2020 07:00,C3A4N-60,8,1,69,69,56.6,100,24,34.8,3.5,5.1,41.5,60.1,,,1408.9,97.2,52.03,64.15
28.06.2020 08:00,C3A4N-60,8,1,72,72,59,100,26,36.1,4,5.6,42,58.3,2.3,4580,1214.6,97.3,49.46,61.19
28.06.2020 09:00,C3A4N-60,8,1,69.5,70,57,100,24,34.5,3.5,5,42,60.4,,,1385.2,97.4,51.36,63.61
28.06.2020 10:00,C3A4N-60,8,0.8,51.5,62,50.7,100,20,38.8,2.5,4.9,29,56.3,2.2,4410,1463.9,93.6,69.41,72.28
28.06.2020 11:00,C3A4N-60,8,0.4,28.5,68,56.1,100,10,35.1,1.5,5.3,17,59.6,,,1235.9,79.3,126.75,85.43
28.06.2020 12:00,C3A4N-60,8,1,60.5,61,49.6,100,22,36.4,2.5,4.1,36,59.5,1.8,4870,1866.3,96.8,59.81,73.16
28.06.2020 13:00,C3A4N-60,8,1,61.5,62,50.4,100,22,35.8,3,4.9,36.5,59.3,,,1916.6,96.9,58.58,72.16
28.06.2020 14:00,C3A4N-60,8,1,61.5,62,50.4,100,22,35.8,3,4.9,36.5,59.3,2.9,4460,1912.2,96.8,58.72,72.24
28.06.2020 15:00,C3A4N-60,8,1,62,62,50.8,100,22,35.5,3,4.8,37,59.7,,,1921.5,96.8,58.15,71.59
28.06.2020 16:00,C3A4N-60,8,0.8,56,67,55.1,83.3,20,35.7,2.5,4.5,33.5,59.8,2.8,4400,1786.3,93.5,64.35,67.61
28.06.2020 17:00,C3A4N-60,8,0.1,12,103,84.3,11.7,4,33.3,0.5,4.2,7.5,62.5,,,411,71.1,301.1,103.89
28.06.2020 18:00,C3A4N-60,8,1,67,67,54.9,100,24,35.8,3.5,5.2,39.5,59,,,1588.7,97.5,53.76,64.96
28.06.2020 19:00,C3A4N-60,8,1,66,66,54.1,100,24,36.4,3,4.5,39,59.1,,,1480.6,97.1,54.51,67.02
28.06.2020 20:00,C3A4N-60,8,1,64,64,52.5,100,22,34.4,3,4.7,39,60.9,3,4480,1442.5,97.2,56.08,69.08
28.06.2020 21:00,C3A4N-60,8,1,66.5,67,54.5,100,24,36.1,3,4.5,39.5,59.4,,,1449.3,97.2,53.48,66.3
28.06.2020 22:00,C3A4N-60,8,1,37.5,38,30.7,100,14,37.3,2,5.3,21.5,57.3,1.2,4580,1744.7,97.6,95.44,116.89
28.06.2020 23:00,C3A4N-60,8,1,53,53,43.4,100,20,37.7,2,3.8,31,58.5,,,2144.5,97,67.74,82.66
29.06.2020 00:00,C3A4N-60,8,1,65,65,53.3,100,22,33.8,3.5,5.4,39.5,60.8,1.5,4780,1605.3,96.7,54.69,67.65
29.06.2020 01:00,C3A4N-60,8,1,66.5,67,54.5,100,24,36.1,3,4.5,39.5,59.4,,,1083.5,97.1,53.03,66.19
29.06.2020 02:00,C3A4N-60,8,1,66,66,54.1,100,24,36.4,3,4.5,39,59.1,1.7,4810,966,97,53.06,66.65
29.06.2020 03:00,C3A4N-60,8,1,66.5,67,54.5,100,24,36.1,3,4.5,39.5,59.4,,,714.5,97.2,52.54,66.04
29.06.2020 04:00,C3A4N-60,8,1,66,66,54.1,100,24,36.4,3,4.5,39,59.1,1.5,4600,1128.3,97.4,52.75,66.3
29.06.2020 05:00,C3A4N-60,8,1,65.5,66,53.7,100,24,36.6,2.5,3.8,39,59.5,,,1382.6,97.1,53.42,67.2
29.06.2020 06:00,C3A4N-60,8,1,64,64,52.5,100,22,34.4,3,4.7,39,60.9,1.6,4730,1133,97,54.6,68.71
29.06.2020 07:00,C3A4N-60,8,1,66.5,67,54.5,100,24,36.1,3,4.5,39.5,59.4,,,1004.2,97.2,52.29,65.95
29.06.2020 08:00,C3A4N-60,8,1,65.5,66,53.7,100,24,36.6,2.5,3.8,39,59.5,1.5,4430,1184,97.2,53.04,66.66
29.06.2020 09:00,C3A4N-60,8,1,66,66,54.1,100,24,36.4,3,4.5,39,59.1,,,1198.2,97.3,52.69,66.36
29.06.2020 10:00,C3A4N-60,8,1,58,58,47.5,100,22,37.9,2,3.4,34,58.6,2.4,4400,1353.5,97.3,59.96,75.51
29.06.2020 11:00,C3A4N-60,8,1,60,60,49.2,100,22,36.7,2.5,4.2,35.5,59.2,,,1865.1,97.3,59.23,73.48
29.06.2020 12:00,C3A4N-60,8,1,61,61,50,100,22,36.1,2.5,4.1,36.5,59.8,2.1,4370,1582.1,97.1,58.26,72.32
29.06.2020 13:00,C3A4N-60,8,1,61,61,50,100,22,36.1,2.5,4.1,36.5,59.8,,,1618.3,97.3,58.48,74.87
29.06.2020 14:00,C3A4N-60,8,1,60.5,61,49.6,100,22,36.4,2.5,4.1,36,59.5,1.3,4600,1777.7,97.2,59,73.21
29.06.2020 15:00,C3A4N-60,8,1,60.5,61,49.6,100,22,36.4,2.5,4.1,36,59.5,,,1756.4,97.1,59.08,73.3
29.06.2020 16:00,C3A4N-60,8,1,61,61,50,100,22,36.1,2.5,4.1,36.5,59.8,1.4,4670,1739.5,97.1,59.07,72.91
29.06.2020 17:00,C3A4N-60,8,1,61,61,50,100,22,36.1,3,4.9,36,59,,,1495,96.9,58.84,72.88
29.06.2020 18:00,C3A4N-60,8,1,60.5,61,49.6,100,22,36.4,2.5,4.1,36,59.5,1.4,4640,1427,97.3,59.46,73.62
29.06.2020 19:00,C3A4N-60,8,1,61,61,50,100,22,36.1,2.5,4.1,36.5,59.8,,,1648.7,97.2,59.05,75.56
29.06.2020 20:00,C3A4N-60,8,1,61,61,50,100,22,36.1,3,4.9,36,59,1.2,4670,1593.2,97.1,59.16,75.56
29.06.2020 21:00,C3A4N-60,8,1,61,61,50,100,22,36.1,2.5,4.1,36.5,59.8,,,1437.6,97,59.05,75.47
29.06.2020 22:00,C3A4N-60,8,1,60.5,61,49.6,100,22,36.4,2.5,4.1,36,59.5,1.4,4650,1250,97.1,59.2,75.15
29.06.2020 22:00,,,,,,,0,,,,,,,,,,,,
29.06.2020 22:31,,,,,,,0,,,,,,,,,,,,
29.06.2020 23:00,C3A4N-60,8,1,61.5,62,50.4,100,22,35.8,3,4.9,36.5,59.3,,,1338.3,97.2,58.19,73.17
30.06.2020 00:00,C3A4N-60,8,1,60.5,61,49.6,100,22,36.4,2.5,4.1,36,59.5,1.5,4720,1421.2,97.2,58.87,73.73
30.06.2020 01:00,C3A4N-60,8,0.7,43,65,52.9,66.7,16,37.2,2,4.7,25,58.1,,,1453.5,88.4,83.15,79.31
30.06.2020 02:00,C3A4N-60,8,0,,,,0,0,,0,,0,,1.7,4620,,50.9,,
30.06.2020 03:00,C3A4N-60,8,0,,,,0,0,,0,,0,,,,,42.4,,
30.06.2020 04:00,C3A4N-60,8,0,,,,0,0,,0,,0,,,,,44.6,,
30.06.2020 05:00,C3A4N-60,8,0,,,,0,0,,0,,0,,,,,44,,
30.06.2020 06:00,C3A4N-60,8,0,,,,0,0,,0,,0,,,,,42.5,,
30.06.2020 07:00,C3A4N-60,8,0,,,,0,0,,0,,0,,,,,41.4,,
30.06.2020 08:00,C3A4N-60,8,0,,,,0,0,,0,,0,,,,,40.6,,
30.06.2020 09:00,C3A4N-60,8,0,,,,0,0,,0,,0,,,,,40,,
30.06.2020 10:00,C3A4N-60,8,0,,,,0,0,,0,,0,,,,,39.8,,
30.06.2020 11:00,C3A4N-60,8,0,,,,0,0,,0,,0,,,,,39.8,,
30.06.2020 12:00,C3A4N-60,8,0,,,,0,0,,0,,0,,,,,39.8,,
30.06.2020 13:00,C3A4N-60,8,0,,,,0,0,,0,,0,,,,,39.6,,
30.06.2020 14:00,C3A4N-60,8,0,,,,0,0,,0,,0,,,,,39.6,,
30.06.2020 15:00,C3A4N-60,8,0,,,,0,0,,0,,0,,,,,38.7,,
30.06.2020 16:00,C3A4N-60,8,0,,,,0,0,,0,,0,,,,,38.8,,
30.06.2020 17:00,C3A4N-60,8,0,,,,0,0,,0,,0,,,,,38.9,,
30.06.2020 18:00,C3A4N-60,8,0,,,,0,0,,0,,0,,,,,38.9,,
30.06.2020 19:00,C3A4N-60,8,0,,,,0,0,,0,,0,,,,,38.7,,
30.06.2020 20:00,C3A4N-60,8,0,,,,0,0,,0,,0,,,,,38.3,,
30.06.2020 21:00,C3A4N-60,8,0,,,,0,0,,0,,0,,,,,37.5,,
30.06.2020 22:00,C3A4N-60,8,0.8,51,64,52.3,80,18,35.3,2,3.9,31,60.8,,,87.5,89.7,71.33,86.63
30.06.2020 23:00,C3A4N-60,8,1,60.5,61,49.6,100,22,36.4,2.5,4.1,36,59.5,,,736.1,98.1,59.62,73.18
01.07.2020 00:00,C3A4N-60,8,1,61.5,62,50.4,100,22,35.8,3,4.9,36.5,59.3,4,4740,1173.1,97.9,58.31,0
01.07.2020 01:00,C3A4N-60,8,1,61.5,62,50.4,100,22,35.8,3,4.9,36.5,59.3,,,1148.1,97.8,58.12,0
01.07.2020 02:00,C3A4N-60,8,1,61.5,62,50.4,100,22,35.8,3,4.9,36.5,59.3,1.7,4650,1278.3,97.8,58.08,0
01.07.2020 03:00,C3A4N-60,8,1,61,61,50,100,22,36.1,2.5,4.1,36.5,59.8,,,1265.8,97.8,58.33,0
01.07.2020 04:00,C3A4N-60,8,1,61,61,50,100,22,36.1,2.5,4.1,36.5,59.8,1.5,4740,1436.6,98,58.43,0
01.07.2020 05:00,C3A4N-60,8,1,64.5,65,52.9,100,24,37.2,2.5,3.9,38,58.9,,,1522.7,97.7,55.34,0
01.07.2020 06:00,C3A4N-60,8,1,66.5,67,54.5,100,24,36.1,3,4.5,39.5,59.4,1.5,4780,1363.1,97.7,53.22,0
01.07.2020 07:00,C3A4N-60,8,1,65.5,66,53.7,100,24,36.6,2.5,3.8,39,59.5,,,1441.1,97.9,53.72,0
01.07.2020 08:00,C3A4N-60,8,1,66,66,54.1,100,24,36.4,2.5,3.8,39.5,59.8,1.6,4610,1565,97.9,53.09,0
01.07.2020 09:00,C3A4N-60,8,0.2,2,13,10.9,100,2,100,0,0,0,0,,,1608.5,70.4,1761.62,0
01.07.2020 10:00,,,,,,,48.3,,,,,,,,,,,,
01.07.2020 10:00,C3A4N-60,8,0,,,,100,0,,0,,0,,,,,64.7,,
01.07.2020 10:06,C14N,4,0.5,80,155,,100,72,90,4,5,4,5,,,2325.9,95.1,45.58,0.03
01.07.2020 11:00,C14N,4,1,131.5,132,107.8,100,118,89.7,6.5,4.9,7,5.3,,,4148.7,109.6,27.15,1166.48
01.07.2020 12:00,C14N,4,1,110.5,111,90.6,100,100,90.5,5,4.5,5.5,5,17.6,3340,4163.9,108.5,32.14,0
01.07.2020 12:00,,,,,,,0,,,,,,,,,,,,
01.07.2020 12:53,,,,,,,0,,,,,,,,,,,,
01.07.2020 13:00,C14N,4,1,134,134,109.8,100,120,89.6,7,5.2,7,5.2,,,4173.2,112.2,26.85,0
01.07.2020 14:00,C14N,4,1,129,129,105.7,100,116,89.9,6.5,5,6.5,5,18,3190,4173.2,112.7,27.35,0
01.07.2020 15:00,C14N,4,1,132,132,108.2,100,118,89.4,7,5.3,7,5.3,,,4173.2,112.1,26.71,0
01.07.2020 16:00,C14N,4,1,131.5,132,107.8,100,118,89.7,7,5.3,6.5,4.9,,,4173.2,110.4,26.77,0
