Date/Time,Cement Type,Cement silo,"RHR, h","Production, t","Prod.rate, t/h","PRI, %","NAI, %","Clinker (wet), t","Clinker (wet), %","Gypsum (wet), t","Gypsum (wet), %","Limestone (wet), t","Limestone (wet), %","R45, %",Fineness blaine,"Water injection, l/h","Cement temp, C","Main Drive SEEC, kWh/t cem","SEEC, kWh/t cem"
17.11.2020 10:00,C3A4N-50,6,1,67,67,54.9,100,30,44.8,3,4.5,34,50.7,1.6,4480,884.1,96.7,52.37,64.03
17.11.2020 11:00,C3A4N-50,6,1,58,58,47.5,100,26,44.8,2.5,4.3,29.5,50.9,,,1143.9,97.8,60.61,73.88
17.11.2020 12:00,C3A4N-50,6,1,61.5,62,50.4,100,28,45.5,3,4.9,30.5,49.6,,,1777.5,97.3,57.53,70.42
17.11.2020 13:00,C3A4N-50,6,1,62,62,50.8,100,28,45.2,2.5,4,31.5,50.8,,,1727.7,97.2,57.17,69.97
17.11.2020 14:00,C3A4N-50,6,1,62.5,63,51.2,100,28,44.8,3,4.8,31.5,50.4,1.3,4650,1658.1,97.1,56.73,69.41
17.11.2020 15:00,C3A4N-50,6,1,62.5,63,51.2,100,28,44.8,3,4.8,31.5,50.4,,,1410.3,97.1,56.53,69.08
17.11.2020 16:00,C3A4N-50,6,1,65,65,53.3,100,30,46.2,3,4.6,32,49.2,,,1326.5,97.2,54.39,66.34
17.11.2020 17:00,C3A4N-50,6,1,62,62,50.8,100,28,45.2,2.5,4,31.5,50.8,,,1296.9,97.2,57.09,70.49
17.11.2020 18:00,C3A4N-50,6,1,62.5,63,51.2,100,28,44.8,3,4.8,31.5,50.4,1.4,4570,1293.8,97.2,56.74,69.86
17.11.2020 19:00,C3A4N-50,6,1,62.5,63,51.2,100,28,44.8,3,4.8,31.5,50.4,,,1255.4,97.1,56.75,70.53
17.11.2020 20:00,C3A4N-50,6,1,62,62,50.8,100,28,45.2,2.5,4,31.5,50.8,1.5,4430,1080.4,97.1,57.16,71.07
17.11.2020 21:00,C3A4N-50,6,1,62.5,63,51.2,100,28,44.8,3,4.8,31.5,50.4,,,1035.6,97.2,56.86,69.77
17.11.2020 22:00,C3A4N-50,6,1,52,52,42.6,100,24,46.2,2.5,4.8,25.5,49,1.4,4530,1106.8,97.3,68.28,84.51
17.11.2020 23:00,C3A4N-50,6,1,65.5,66,53.7,100,30,45.8,3,4.6,32.5,49.6,,,1779,97.2,54.62,67.66
18.11.2020 00:00,C3A4N-50,6,1,66.5,67,54.5,100,30,45.1,3,4.5,33.5,50.4,,,759.7,96.8,53.14,65.9
18.11.2020 01:00,C3A4N-50,6,1,66,66,54.1,100,30,45.5,3,4.5,33,50,,,475.3,97.3,53.21,66.48
18.11.2020 02:00,C3A4N-50,6,1,66,66,54.1,100,30,45.5,3,4.5,33,50,1,4610,1253.2,97.1,53.57,66.36
18.11.2020 03:00,C3A4N-50,6,1,66,66,54.1,100,30,45.5,3,4.5,33,50,,,490.5,97.3,53.3,65.77
18.11.2020 04:00,C3A4N-50,6,1,63,63,51.6,100,28,44.4,3,4.8,32,50.8,,,1136.2,97.3,55.94,69.08
18.11.2020 05:00,C3A4N-50,6,1,64.5,65,52.9,100,30,46.5,2.5,3.9,32,49.6,,,1108.9,97.2,54.61,66.75
18.11.2020 06:00,C3A4N-50,6,1,62.5,63,51.2,100,28,44.8,3,4.8,31.5,50.4,1.8,4370,1080.9,97.2,56.46,69.21
18.11.2020 07:00,C3A4N-50,6,1,63,63,51.6,100,28,44.4,3,4.8,32,50.8,,,1130.6,97.2,55.96,68.75
18.11.2020 08:00,C3A4N-50,6,1,65,65,53.3,100,30,46.2,3,4.6,32,49.2,,,1160.3,97.3,54.38,66.62
18.11.2020 09:00,C3A4N-50,6,1,63,63,51.6,100,28,44.4,3,4.8,32,50.8,,,1309.8,97.2,55.97,68.78
18.11.2020 10:00,C3A4N-50,6,1,63,63,51.6,100,28,44.4,3,4.8,32,50.8,1.8,4180,1336.8,97.3,55.96,68.74
18.11.2020 11:00,C3A4N-50,6,1,59,59,48.4,100,28,47.5,2.5,4.2,28.5,48.3,,,1162.3,97,59.9,73.22
18.11.2020 12:00,C3A4N-50,6,0.2,4,20,16.4,20,4,100,0,0,0,0,,,1179.2,70.7,897.46,338.05
18.11.2020 13:00,C3A4N-50,6,0,,,,0,0,,0,,0,,,,,47.3,,
18.11.2020 14:00,C3A4N-50,6,0,,,,0,0,,0,,0,,,,,49.4,,
18.11.2020 15:00,C3A4N-50,6,0,,,,0,0,,0,,0,,,,,49.2,,
18.11.2020 16:00,C3A4N-50,6,0,,,,0,0,,0,,0,,,,,47.9,,
18.11.2020 17:00,C3A4N-50,6,0,,,,0,0,,0,,0,,,,,46.2,,
18.11.2020 18:00,C3A4N-50,6,0,,,,0,0,,0,,0,,,,,44.4,,
18.11.2020 19:00,C3A4N-50,6,0,,,,0,0,,0,,0,,,,,42.7,,
18.11.2020 20:00,C3A4N-50,6,0,,,,0,0,,0,,0,,,,,41,,
18.11.2020 21:00,C3A4N-50,6,0.7,53,80,65.2,66.7,24,45.3,2.5,4.7,26.5,50,,,996.3,90.8,68.43,81.29
18.11.2020 22:00,C3A4N-50,6,1,62.5,63,51.2,100,28,44.8,3,4.8,31.5,50.4,,,553.6,96.6,57.12,69.04
18.11.2020 23:00,C3A4N-50,6,1,57,57,46.7,100,26,45.6,2.5,4.4,28.5,50,,,1483.9,97.8,62.49,75.43
19.11.2020 00:00,C3A4N-50,6,1,53.5,54,43.9,100,24,44.9,2.5,4.7,27,50.5,,,1391,97.1,66,33.65
19.11.2020 01:00,C3A4N-50,6,1,63.5,64,52,100,28,44.1,3,4.7,32.5,51.2,,,1936.8,97.3,56.7,0
19.11.2020 02:00,C3A4N-50,6,1,65,65,53.3,100,30,46.2,3,4.6,32,49.2,1.9,4800,1784.3,97.1,55.45,0
19.11.2020 03:00,C3A4N-50,6,1,67,67,54.9,100,30,44.8,3,4.5,34,50.7,,,1970.6,97.2,53.75,0
19.11.2020 04:00,C3A4N-50,6,1,69.5,70,57,100,32,46,3,4.3,34.5,49.6,,,1903.5,97,51.63,0
19.11.2020 05:00,C3A4N-50,6,1,67,67,54.9,100,30,44.8,3,4.5,34,50.7,1.8,4480,1830.1,97.1,53.36,0
19.11.2020 06:00,C3A4N-50,6,1,64,64,52.5,100,30,46.9,2.5,3.9,31.5,49.2,,,2039,97.3,56.02,0
19.11.2020 07:00,C3A4N-50,6,1,71.5,72,58.6,100,32,44.8,3,4.2,36.5,51,,,2197.7,97,49.9,0
19.11.2020 08:00,C3A4N-50,6,1,73.5,74,60.2,100,34,46.3,3,4.1,36.5,49.7,,,1908.4,97.1,48.15,0
19.11.2020 09:00,C3A4N-50,6,1,60.5,61,49.6,100,28,46.3,2.5,4.1,30,49.6,,,2187.3,97.4,58.46,0
19.11.2020 10:00,C3A4N-50,6,1,58.5,59,48,100,26,44.4,2.5,4.3,30,51.3,1.4,4400,2562.1,97.4,61.62,0
19.11.2020 11:00,C3A4N-50,6,1,63.5,64,52,100,30,47.2,2.5,3.9,31,48.8,1.5,4200,2316.5,96.8,56.85,0
19.11.2020 12:00,C3A4N-50,6,1,58,58,47.5,100,26,44.8,2.5,4.3,29.5,50.9,,,2269.2,97.1,62.32,969.97
19.11.2020 13:00,C3A4N-50,6,0.6,35.5,58,47.2,61.7,16,45.1,1.5,4.2,18,50.7,1.9,4480,2184.8,90.9,101.31,82.13
19.11.2020 14:00,C3A4N-50,6,0.2,8,53,43.7,15,4,50,0,0,4,50,,,118.2,71.1,452.54,178.79
19.11.2020 15:00,C3A4N-50,6,0,,,,0,0,,0,,0,,,,,61.2,,
19.11.2020 16:00,C3A4N-50,6,0,,,,0,0,,0,,0,,,,,60.1,,
19.11.2020 17:00,C3A4N-50,6,0,,,,0,0,,0,,0,,,,,56.9,,
19.11.2020 18:00,C3A4N-50,6,0.8,43.5,54,44.6,80,20,46,2,4.6,21.5,49.4,,,2192.5,91.6,83.75,90.25
19.11.2020 19:00,C3A4N-50,6,1,52,52,42.6,100,24,46.2,2,3.8,26,50,1.9,4900,1872.5,96,68.96,83.49
19.11.2020 20:00,C3A4N-50,6,1,57,57,46.7,100,26,45.6,2.5,4.4,28.5,50,,,1851.1,96.9,62.59,76.07
19.11.2020 21:00,C3A4N-50,6,1,56.5,57,46.3,100,26,46,2.5,4.4,28,49.6,,,2036.1,97.2,63.52,76.94
19.11.2020 22:00,C3A4N-50,6,1,70,70,57.4,100,32,45.7,3,4.3,35,50,1.2,4910,1333.3,96.6,50.69,62.01
19.11.2020 23:00,C3A4N-50,6,1,54,54,44.3,100,24,44.4,2.5,4.6,27.5,50.9,1.8,4250,1367.5,97.3,65.77,80.49
20.11.2020 00:00,,,,,,,56.7,,,,,,,,,,,,
20.11.2020 00:00,C3A4N-50,6,0.4,3.5,10,,100,2,57.1,0.5,14.3,1,28.6,,,1769.9,89.7,1036.13,501.71
20.11.2020 00:32,C14N,4,0.1,15.5,186,,100,14,90.3,0.5,3.2,1,6.5,,,411.8,70.3,240.57,67.1
20.11.2020 01:00,C14N,4,1,126.5,127,103.7,100,114,90.1,6,4.7,6.5,5.1,,,3291,99.5,28.85,35.87
20.11.2020 02:00,C14N,4,1,122.5,123,100.4,100,110,89.8,5.5,4.5,7,5.7,,,3545.5,100.2,29.13,36.68
20.11.2020 03:00,C14N,4,1,119.5,120,98,100,108,90.4,5,4.2,6.5,5.4,,,3545.5,110.4,29.99,37.62
20.11.2020 04:00,C14N,4,1,124,124,101.6,100,112,90.3,5.5,4.4,6.5,5.2,17,2900,3545.5,111,28.85,36.41
20.11.2020 05:00,C14N,4,1,119.5,120,98,100,108,90.4,5,4.2,6.5,5.4,,,3545.5,99.5,29.8,37.34
20.11.2020 06:00,C14N,4,1,126.5,127,103.7,100,114,90.1,5.5,4.3,7,5.5,16.8,2880,3026.8,93.1,28.39,35.92
20.11.2020 07:00,C14N,4,1,124.5,125,102,100,112,90,5.5,4.4,7,5.6,,,3092.4,100.3,28.65,35.98
20.11.2020 08:00,C14N,4,1,119.5,120,98,100,108,90.4,5,4.2,6.5,5.4,17,2850,3565.1,101.9,30.1,37.5
20.11.2020 09:00,C14N,4,1,126,126,103.3,100,114,90.5,5.5,4.4,6.5,5.2,,,3576.2,97.9,28.5,35.97
20.11.2020 10:00,C14N,4,1,125,125,102.5,100,112,89.6,6,4.8,7,5.6,16.5,2890,3598.8,94.6,28.64,36.22
20.11.2020 11:00,C14N,4,1,124,124,101.6,100,112,90.3,5.5,4.4,6.5,5.2,,,2423.1,94,28.66,35.75
20.11.2020 12:00,C14N,4,1,119.5,120,98,100,108,90.4,5,4.2,6.5,5.4,16.2,2870,2792.6,95.6,29.88,37.75
20.11.2020 13:00,C14N,4,1,124.5,125,102,100,112,90,5.5,4.4,7,5.6,,,3179,97.9,28.67,35.81
20.11.2020 14:00,C14N,4,1,118.5,119,97.1,100,108,91.1,4,3.4,6.5,5.5,17.7,2850,3594.5,103.5,30.53,37.9
20.11.2020 15:00,C14N,4,1,117.5,118,96.3,100,106,90.2,5,4.3,6.5,5.5,,,3573,100.3,30.76,38.71
20.11.2020 16:00,C14N,4,1,127,127,104.1,100,114,89.8,6,4.7,7,5.5,17.5,2900,3592.4,96,28.36,35.29
20.11.2020 17:00,C14N,4,1,121.5,122,99.6,100,110,90.5,5,4.1,6.5,5.3,15,3130,3598.2,98.4,29.57,37.28
20.11.2020 18:00,C14N,4,1,122.5,123,100.4,100,110,89.8,6,4.9,6.5,5.3,,,3598.2,104.5,29.48,37.03
20.11.2020 19:00,C14N,4,1,125,125,102.5,100,112,89.6,6,4.8,7,5.6,13.5,3070,3598.2,107.1,28.91,36.02
20.11.2020 20:00,C14N,4,1,123,123,100.8,100,110,89.4,6.5,5.3,6.5,5.3,,,3598.2,108.1,29.23,36.41
20.11.2020 21:00,C14N,4,1,123,123,100.8,100,110,89.4,6.5,5.3,6.5,5.3,,,3598.2,107.3,29.36,36.86
20.11.2020 22:00,C14N,4,1,124,124,101.6,100,110,88.7,7,5.6,7,5.6,15.4,3060,3598.2,105,29.11,36.41
20.11.2020 23:00,C14N,4,1,126.5,127,103.7,100,112,88.5,7.5,5.9,7,5.5,,,3606,99.7,28.4,35.73
21.11.2020 00:00,C14N,4,1,124,124,101.6,100,110,88.7,7.5,6,6.5,5.2,16.5,3140,3625.6,97,28.84,36.14
21.11.2020 01:00,C14N,4,1,122,122,100,100,108,88.5,7.5,6.1,6.5,5.3,,,3625.6,99.3,29.32,36.88
21.11.2020 02:00,C14N,4,1,124,124,101.6,100,110,88.7,7.5,6,6.5,5.2,16,2930,3625.6,97.9,28.82,35.99
21.11.2020 03:00,C14N,4,1,123.5,124,101.2,100,110,89.1,7,5.7,6.5,5.3,,,3629,96.8,29.09,36.68
21.11.2020 04:00,C14N,4,1,110,110,90.2,100,98,89.1,6.5,5.9,5.5,5,16.7,2980,3651.4,97.4,33.51,41.57
21.11.2020 05:00,C14N,4,1,119.5,120,98,100,106,88.7,7,5.9,6.5,5.4,,,3651.4,101.6,30.13,37.51
21.11.2020 06:00,C14N,4,1,123,123,100.8,100,110,89.4,7,5.7,6,4.9,17,3360,3651.4,107.8,29.23,36.67
21.11.2020 07:00,C14N,4,1,123.5,124,101.2,100,110,89.1,7,5.7,6.5,5.3,,,3651.4,110.5,29.09,36.59
21.11.2020 08:00,C14N,4,1,123.5,124,101.2,100,110,89.1,7,5.7,6.5,5.3,17,3120,3651.4,112.1,28.84,35.96
21.11.2020 09:00,C14N,4,1,114.5,115,93.9,100,102,89.1,6.5,5.7,6,5.2,,,3651.4,106.9,31.23,39.26
21.11.2020 10:00,C14N,4,1,123,123,100.8,100,110,89.4,7,5.7,6,4.9,,,3651.4,103.9,29.13,36.61
21.11.2020 11:00,C14N,4,1,123.5,124,101.2,100,110,89.1,7,5.7,6.5,5.3,14.1,3050,3651.4,99.1,28.74,36.18
21.11.2020 12:00,C14N,4,1,96.5,97,79.1,100,86,89.1,5.5,5.7,5,5.2,16,3020,3651.4,99,37.2,46.01
21.11.2020 13:00,C14N,4,1,103.5,104,84.8,100,92,88.9,6,5.8,5.5,5.3,,,3651.4,105.5,35.78,43.87
21.11.2020 14:00,C14N,4,1,119.5,120,98,100,106,88.7,7,5.9,6.5,5.4,18.2,3040,3651.4,109,29.82,37.56
21.11.2020 15:00,C14N,4,1,121.5,122,99.6,100,108,88.9,7,5.8,6.5,5.3,17,3220,3651.4,107.6,29.49,36.94
21.11.2020 16:00,C14N,4,1,119,119,97.5,100,106,89.1,6.5,5.5,6.5,5.5,,,3635.5,105.4,29.92,37.26
21.11.2020 17:00,C14N,4,1,121.5,122,99.6,100,108,88.9,7,5.8,6.5,5.3,18.1,2990,3625.6,104.3,29.16,36.64
21.11.2020 18:00,C14N,4,1,119,119,97.5,100,106,89.1,7,5.9,6,5,,,3625.6,103.9,29.7,37.32
21.11.2020 19:00,C14N,4,1,119,119,97.5,100,106,89.1,7,5.9,6,5,,,3648.8,105.1,30.02,37.61
21.11.2020 20:00,C14N,4,1,123.5,124,101.2,100,110,89.1,7,5.7,6.5,5.3,17,3000,3651.4,108.6,28.96,36.12
21.11.2020 21:00,C14N,4,1,120.5,121,98.8,100,108,89.6,6.5,5.4,6,5,,,3651.4,107.1,29.36,36.69
21.11.2020 22:00,C14N,4,1,119.5,120,98,100,106,88.7,7,5.9,6.5,5.4,17,2890,3651.4,106.1,29.56,37.1
21.11.2020 23:00,C14N,4,1,117,117,95.9,100,104,88.9,7,6,6,5.1,,,3651.4,100.8,30.3,38.28
22.11.2020 00:00,C14N,4,1,119,119,97.5,100,106,89.1,7,5.9,6,5,17,2760,3651.4,98.7,29.83,37.45
22.11.2020 01:00,C14N,4,1,124,124,101.6,100,110,88.7,7.5,6,6.5,5.2,,,3651.4,98.6,28.77,36.1
22.11.2020 02:00,C14N,4,1,124,124,101.6,100,110,88.7,7.5,6,6.5,5.2,18,2850,3651.4,95.6,28.48,36.05
22.11.2020 03:00,C14N,4,1,119.5,120,98,100,106,88.7,7.5,6.3,6,5,,,3651.4,96.3,29.87,37.72
22.11.2020 04:00,C14N,4,1,128,128,104.9,100,114,89.1,7.5,5.9,6.5,5.1,17.4,2940,3651.4,98.6,27.75,35.03
22.11.2020 05:00,C14N,4,1,119,119,97.5,100,106,89.1,7,5.9,6,5,,,3651.4,97.2,29.83,37.29
22.11.2020 06:00,C14N,4,1,122,122,100,100,108,88.5,7.5,6.1,6.5,5.3,17.8,2890,3651.4,95.7,29.27,36.69
22.11.2020 07:00,C14N,4,1,131,131,107.4,100,116,88.5,8,6.1,7,5.3,,,3651.4,97.4,27.16,34.22
22.11.2020 08:00,C14N,4,1,124,124,101.6,100,110,88.7,7.5,6,6.5,5.2,16.3,2900,3651.4,102.5,28.63,36.1
22.11.2020 09:00,C14N,4,1,74,74,60.7,100,66,89.2,4.5,6.1,3.5,4.7,,,3651.4,98,49.71,61.13
22.11.2020 10:00,C14N,4,1,103.5,104,84.8,100,92,88.9,6,5.8,5.5,5.3,17.7,2920,3651.4,99.1,35.97,43.71
22.11.2020 11:00,C14N,4,1,128.5,129,105.3,100,114,88.7,8,6.2,6.5,5.1,,,3651.4,99.4,28.21,35.38
22.11.2020 12:00,C14N,4,1,130.5,131,107,100,116,88.9,7.5,5.7,7,5.4,,,3632.5,104.6,27.29,34.13
22.11.2020 13:00,C14N,4,1,123.5,124,101.2,100,110,89.1,7.5,6.1,6,4.9,,,3626.2,105.5,28.97,36.3
22.11.2020 14:00,C14N,4,1,126.5,127,103.7,100,112,88.5,8,6.3,6.5,5.1,18.6,3100,3626.2,104.4,28.42,35.8
22.11.2020 15:00,C14N,4,1,128.5,129,105.3,100,114,88.7,7.5,5.8,7,5.4,,,3626.2,98.2,27.71,34.78
22.11.2020 16:00,C14N,4,1,123.5,124,101.2,100,110,89.1,7.5,6.1,6,4.9,,,2968.7,93.6,29.01,36.72
22.11.2020 17:00,C14N,4,1,126,126,103.3,100,112,88.9,7.5,6,6.5,5.2,,,3150.5,96.1,28.53,35.85
22.11.2020 18:00,C14N,4,1,129,129,105.7,100,114,88.4,8,6.2,7,5.4,17,3080,2965.5,93.6,27.93,35.26
22.11.2020 19:00,C14N,4,1,130,130,106.6,100,116,89.2,7.5,5.8,6.5,5,,,2705.9,95.7,27.75,34.74
22.11.2020 20:00,C14N,4,1,126.5,127,103.7,100,112,88.5,7.5,5.9,7,5.5,,,3630.9,98,28.32,35.81
22.11.2020 21:00,C14N,4,1,127,127,104.1,100,112,88.2,8,6.3,7,5.5,,,3436.4,93.4,28.23,35.48
22.11.2020 22:00,C14N,4,1,128.5,129,105.3,100,114,88.7,7.5,5.8,7,5.4,14,3050,2597.8,95.4,27.89,35.19
22.11.2020 23:00,C14N,4,1,70.5,71,57.8,100,62,87.9,4.5,6.4,4,5.7,,,2491.4,96.5,51.96,64.17
23.11.2020 00:00,C14N,4,1,96.5,97,79.1,100,86,89.1,5.5,5.7,5,5.2,17,2980,3409.7,106.3,38.98,47.7
23.11.2020 01:00,C14N,4,1,106.5,107,87.3,100,94,88.3,6.5,6.1,6,5.6,,,3632,107,35.3,42.15
23.11.2020 02:00,C14N,4,1,122,122,100,100,108,88.5,7.5,6.1,6.5,5.3,17.5,3210,3647,109.5,30.17,38.14
23.11.2020 03:00,C14N,4,1,124.5,125,102,100,110,88.4,7.5,6,7,5.6,,,3657.6,104.3,28.8,36.12
23.11.2020 04:00,C14N,4,1,123.5,124,101.2,100,110,89.1,7,5.7,6.5,5.3,17,3000,3657.6,100,29.2,36.86
23.11.2020 05:00,C14N,4,1,124.5,125,102,100,110,88.4,7.5,6,7,5.6,,,3644.7,101.2,28.73,36.18
23.11.2020 06:00,C14N,4,1,124,124,101.6,100,110,88.7,7,5.6,7,5.6,16.1,2970,3631.8,101.2,28.66,35.81
23.11.2020 07:00,C14N,4,1,121.5,122,99.6,100,108,88.9,7,5.8,6.5,5.3,,,3631.8,100.4,29.44,37.55
23.11.2020 08:00,C14N,4,1,117,117,95.9,100,104,88.9,7,6,6,5.1,16.6,3050,3631.8,102.3,31.04,40.06
23.11.2020 09:00,C14N,4,0.8,92.5,123,101.1,75,82,88.6,5.5,5.9,5,5.4,,,3631.8,93.3,39.09,39.62
23.11.2020 10:00,C14N,4,0.4,56,140,114.8,40,50,89.3,3,5.4,3,5.4,,,1977.8,75,65.71,47.07
23.11.2020 11:00,C14N,4,1,120,120,98.4,100,106,88.3,7,5.8,7,5.8,,,3589.6,104.5,29.62,37.55
23.11.2020 12:00,C14N,4,1,119,119,97.5,100,106,89.1,7,5.9,6,5,,,3589.6,105.8,30.11,37.59
23.11.2020 13:00,C14N,4,1,121.5,122,99.6,100,108,88.9,6.5,5.3,7,5.8,,,3589.6,108.4,29.64,37.59
23.11.2020 14:00,C14N,4,1,121,121,99.2,100,108,89.3,6.5,5.4,6.5,5.4,17.7,2980,3589.6,108.1,29.73,37.62
23.11.2020 15:00,C14N,4,1,126,126,103.3,100,112,88.9,7,5.6,7,5.6,,,3589.6,108.2,28.6,36.32
23.11.2020 16:00,C14N,4,1,125.5,126,102.9,100,112,89.2,7,5.6,6.5,5.2,,,3589.6,106.4,28.71,36.07
23.11.2020 17:00,C14N,4,1,126,126,103.3,100,112,88.9,7,5.6,7,5.6,,,3589.6,104,28.42,36.12
23.11.2020 18:00,C14N,4,1,126.5,127,103.7,100,112,88.5,7.5,5.9,7,5.5,15,2980,3589.6,104.1,28.39,36.08
23.11.2020 19:00,C14N,4,1,128.5,129,105.3,100,114,88.7,7.5,5.8,7,5.4,,,3589.6,105.8,28.08,34.97
23.11.2020 20:00,C14N,4,1,125.5,126,102.9,100,112,89.2,7,5.6,6.5,5.2,,,3589.6,107.6,28.65,36.29
23.11.2020 21:00,C14N,4,1,117,117,95.9,100,104,88.9,6.5,5.6,6.5,5.6,,,3589.6,105.7,30.81,38.53
23.11.2020 22:00,C14N,4,1,125.5,126,102.9,100,112,89.2,6.5,5.2,7,5.6,15,3020,3589.6,106.2,28.98,36.15
23.11.2020 23:00,C14N,4,1,123.5,124,101.2,100,110,89.1,7,5.7,6.5,5.3,,,3589.6,107.4,29.13,36.38
24.11.2020 00:00,C14N,4,1,124,124,101.6,100,110,88.7,7,5.6,7,5.6,,,3589.6,106.8,28.85,36.23
24.11.2020 01:00,C14N,4,1,86,86,70.5,100,76,88.4,5.5,6.4,4.5,5.2,,,3589.6,104.5,42.02,52.29
24.11.2020 02:00,C14N,4,1,124,124,101.6,100,110,88.7,7,5.6,7,5.6,15,3120,3589.6,107.8,29.27,36.1
24.11.2020 03:00,C14N,4,1,126.5,127,103.7,100,112,88.5,7.5,5.9,7,5.5,,,3606.4,105.7,28.05,35.27
24.11.2020 04:00,C14N,4,1,11,11,9,100,10,90.9,0.5,4.5,0.5,4.5,14.3,3200,2294.7,98.5,329.19,398.15
24.11.2020 05:00,C14N,4,0,,0,,1.7,0,,0,,0,,,,840.6,61.1,,
24.11.2020 06:00,C14N,4,0,,,,0,0,,0,,0,,,,,47.4,,
24.11.2020 07:00,C14N,4,0,,,,0,0,,0,,0,,,,,38.9,,
24.11.2020 08:00,C14N,4,0,,,,0,0,,0,,0,,,,,35.6,,
24.11.2020 09:00,C14N,4,0,,,,0,0,,0,,0,,,,,41.4,,
24.11.2020 10:00,C14N,4,0,,,,0,0,,0,,0,,,,,45.7,,
24.11.2020 11:00,C14N,4,0,,,,0,0,,0,,0,,,,,34.8,,
24.11.2020 12:00,C14N,4,0,,,,0,0,,0,,0,,,,,30.8,,
24.11.2020 13:00,C14N,4,0,,,,0,0,,0,,0,,,,,29.6,,
24.11.2020 14:00,C14N,4,0,,,,0,0,,0,,0,,,,,28.8,,
24.11.2020 15:00,C14N,4,0,,,,0,0,,0,,0,,,,,28,,
24.11.2020 16:00,C14N,4,0,,,,0,0,,0,,0,,,,,27.2,,
24.11.2020 17:00,C14N,4,0,,,,0,0,,0,,0,,,,,26.4,,
24.11.2020 18:00,C14N,4,0,,,,0,0,,0,,0,,,,,25.1,,
24.11.2020 19:00,C14N,4,0,,,,0,0,,0,,0,,,,,24,,
24.11.2020 20:00,C14N,4,0,,,,0,0,,0,,0,,,,,23.1,,
24.11.2020 21:00,C14N,4,0,,,,0,0,,0,,0,,,,,22.6,,
24.11.2020 22:00,C14N,4,0,,,,0,0,,0,,0,,,,,22,,
24.11.2020 23:00,C14N,4,0,,,,0,0,,0,,0,,,,,21.4,,
25.11.2020 00:00,C14N,4,0,,,,0,0,,0,,0,,,,,20.9,,
25.11.2020 01:00,C14N,4,0,,,,0,0,,0,,0,,,,,20.3,,
25.11.2020 02:00,C14N,4,0,,,,0,0,,0,,0,,,,,20.3,,
25.11.2020 03:00,C14N,4,0,,,,0,0,,0,,0,,,,,19.9,,
25.11.2020 04:00,C14N,4,0,,,,0,0,,0,,0,,,,,19.5,,
25.11.2020 05:00,C14N,4,0,,,,0,0,,0,,0,,,,,18.9,,
25.11.2020 06:00,C14N,4,0,,,,0,0,,0,,0,,,,,18.4,,
25.11.2020 07:00,C14N,4,0,,,,0,0,,0,,0,,,,,18.4,,
25.11.2020 08:00,C14N,4,0,,,,0,0,,0,,0,,,,,19.1,,
25.11.2020 09:00,C14N,4,0,,,,0,0,,0,,0,,,,,20.1,,
25.11.2020 10:00,C14N,4,0,,,,0,0,,0,,0,,,,,21.5,,
25.11.2020 11:00,C14N,4,0,,,,0,0,,0,,0,,,,,22.1,,
25.11.2020 12:00,C14N,4,0,,,,0,0,,0,,0,,,,,23.1,,
25.11.2020 13:00,C14N,4,0,,,,0,0,,0,,0,,,,,22.3,,
25.11.2020 14:00,C14N,4,0,,,,0,0,,0,,0,,,,,22.2,,
25.11.2020 15:00,C14N,4,0,,,,0,0,,0,,0,,,,,22,,
25.11.2020 16:00,C14N,4,0,,,,0,0,,0,,0,,,,,21.8,,
25.11.2020 17:00,C14N,4,0,,,,0,0,,0,,0,,,,,21.6,,
25.11.2020 18:00,C14N,4,0,,,,0,0,,0,,0,,,,,21.6,,
25.11.2020 19:00,C14N,4,0,,,,0,0,,0,,0,,,,,21.6,,
25.11.2020 20:00,C14N,4,0,,,,0,0,,0,,0,,,,,21,,
25.11.2020 21:00,C14N,4,0,,,,0,0,,0,,0,,,,,21,,
25.11.2020 22:00,C14N,4,0,,,,0,0,,0,,0,,,,,21,,
25.11.2020 23:00,C14N,4,0,,,,0,0,,0,,0,,,,,20.8,,
26.11.2020 00:00,C14N,4,0,,,,0,0,,0,,0,,,,,20.5,,
26.11.2020 01:00,C14N,4,0,,,,0,0,,0,,0,,,,,20.3,,
26.11.2020 02:00,C14N,4,0,,,,0,0,,0,,0,,,,,20.1,,
26.11.2020 03:00,C14N,4,0,,,,0,0,,0,,0,,,,,20,,
26.11.2020 04:00,C14N,4,0,,,,0,0,,0,,0,,,,,19.8,,
26.11.2020 05:00,C14N,4,0,,,,0,0,,0,,0,,,,,19.5,,
26.11.2020 06:00,C14N,4,0,,,,0,0,,0,,0,,,,,19.3,,
26.11.2020 07:00,C14N,4,0,,,,0,0,,0,,0,,,,,19.2,,
26.11.2020 08:00,C14N,4,0,,,,0,0,,0,,0,,,,,19.5,,
26.11.2020 09:00,C14N,4,0,,,,0,0,,0,,0,,,,,19.9,,
26.11.2020 10:00,C14N,4,0,,,,0,0,,0,,0,,,,,20.2,,
26.11.2020 11:00,C14N,4,0,,,,0,0,,0,,0,,,,,20.6,,
26.11.2020 12:00,C14N,4,0,,,,0,0,,0,,0,,,,,20.9,,
26.11.2020 13:00,C14N,4,0,,,,0,0,,0,,0,,,,,21.2,,
26.11.2020 14:00,C14N,4,0,,,,0,0,,0,,0,,,,,21.5,,
26.11.2020 15:00,C14N,4,0,,,,0,0,,0,,0,,,,,22.4,,
